root_id,root_letters,description,category
1736,نوب,عودٌ إلى الشيء - أو تناول له - مرَّةً بعد أخرى,ن ب
1737,نور,لطيف (شفاف أو لامع) حاد الوقع - أو الأثر - ينفذ من أثناء,ن ر
1738,نوش,تناول الشيء وأخذه من بعيد ببسط بعض الجسم طويلًا حتى يناله,ن ش
1739,نوق,أداء الشيء – أو كَوْنُه – على الوجه الجيد في بابه,ن ق
1740,نول,حَوْز بتميز وقوة ونوع من الاسترسال,ن ل
1741,نوم,سكون وذهاب حدة مع امتداد,ن م
1742,نون,تجوفٌ وغُئُور - أو غَوْصٌ - إلى الداخل,ن ن
1743,نوى,احتواء جوف الشيء على جِرم متجمع قوي يمتد فيه,ن و
1744,نيص,حركة قوية نفورًا، أو فرارًا؛ للغياب عن المكان، أو الموقف,ن ص
1745,هبب,مفارقة المقر بخفة واندفاع مع تجمع ما,هـ ب
1746,هبط,غؤور أو نقص في جرم الشيء عن معتاده,هـ ب
1747,هبو,مفارقة التراب مقره بسطوع وانتشار,هـ ب
1748,هتت,صبّ ما اجتمع من مادة لطيفة صبّاً متتابعاً,هـ ت
1749,هتو,تسييب جرم الشيء وفصله بضغط شديد عليه,هـ ت
1750,هجج,غؤور ممتد في العمق لشق أو نحوه يُستتر فيه,هـ ج
1751,هجد,تمدد مع همود وسكون بعد تعب وإرهاق وهو النوم,هـ ج
1752,هجر,حدة أو يبس في أثناء الشيء يظهر أثرها أو يمتد,هـ ج
1753,هجع,سكون حدة الشيء أو انكسارها لرقة أو ضعف يخالطه,هـ ج
1754,هدد,تهدم وانهيار القائم الصلب وتسيبه سقوطاً بقوة,هـ د
1755,هدم,تفكك أثناء الشيء وفقده التماسك,هـ د
1756,هدى,بيان الوجهة المرادة بالتقدم أمام المتجه,هـ د
1757,هرب,غياب من الحيز بقوة اندفاع أو إسراع إلى مستتر,هـ ر
1758,هرر,تسيب وانطلاق الرقيق الشيء من أثنائه,هـ ر
1759,هرع,سرعة تسيب المائع ونحوه من الأثناء,هـ ر
1760,هزأ,تحرك وتحريك قوي بسبب الخفة,هـ ز
1761,هزز,تحرك جرم الشيء حركة خفيفة مضطربة,هـ ز
1762,هزل,نقص بدن الحي لذهاب سمنه ويلزمه الخفة,هـ ز
1763,هزم,تراجع عن النتوء المعتاد غؤوراً إلى داخل الشيء,هـ ز
1764,هشش,ضعف تماسك ما يفترض أنه صلب لانتشار الفراغ في أثنائه,هـ ش
1765,هشم,تفتت جرم الشيء الجاف أو الصلب بالضغط,هـ ش
1766,هضض,دق الشيء الصلب الغليظ وكسره,هـ ض
1767,هضم,نهك الغليظ وتذويبه وإذهاب غلظه,هـ ض
1768,هطط,الاستمرار بقوة وجد في عمل الشيء,هـ ط
1769,هطع,خضوع وانبساط بعد غلظ وارتفاع,هـ ط
1770,هلع,فراغ الجوف من مصدر القوة,هـ ل
1771,هلك,فراغ جوف الشيء مما هو حقيقته وجوهره,هـ ل
1772,هلل,ذهاب وسط الشيء ومعظمه مع بقاء سائره شاغلًا مكانه,هـ ل
1773,همد,خلو أثناء الشيء من قوة حقيقته ونموه,هـ م
1774,همر,انصباب المتجمع من المائع من مَجمعه بقوة,هـ م
1775,همز,دفع بقوة ودقة لما ينفذ في شيء,هـ م
1776,همس,إخفاء ما يجري في الفم,هـ م
1777,همم,ذوبان الشيء متسيباً مما يجمعه,هـ م
1778,همن,ضبط أو حوز بشدة وتمكن,هـ م
1779,هنأ,نجوع ما يجري في أثناء البدن وطيب أثره,هـ ن
1780,هنن,شيء دقيق طري في الباطن,هـ ن
1781,هنو,تجوف ظرفي أي يكون حيزاً لشيء يوضع فيه,هـ ن
1782,ههه,فراغ أو ما يشبه الفراغ مما وجوده معتاد,هـ 
1783,هو,الإشارة إلى الغائب الذي لا تدركه الحواس ,هـ 
1784,هوأ,الاستعداد أو اتخاذ وضع مناسب لأمر ما,هـ 
1785,هوت,غؤور شديد فيما شأنه الانبساط,هـ ت
1786,هود,لين أو رخاوة وفتور ممتد في أثناء الشيء,هـ د
1787,هور,تسيب مادة الشيء فيخر مهيلاً لتخلخل أثنائه,هـ ر
1788,هون,لين الشيء أو نعومته ورخاوته,هـ ن
1789,هوه,فراغ (جوف) الحيز الممتد من كل مُستند لسالكه,هـ 
1790,هوو,احتواء المكان على فراغ لا يشغله إلا الهواء,هـ 
1791,هيج,جفاف وحدة في الباطن أو الأثناء,هـ ج
1792,هيل,فراغ في أثناء الشيء مع تسيب وصورة من التجمع تراكمًا أو تعلّقًا,هـ ل
1793,هيم,جفاف أثناء الشيء وخلوها التام من البلل ومادةِ التماسك,هـ م
1794,وأد,الضغط إلى أسفل بثقل عظيم,يد
1795,وأل,اللجوء أو المصير إلى مقر حافظ آمن,وءل
1796,وبر,تغطية ظاهر الشيء بدقاق ممتدة ناعمة كالشعر تنفذ منه مسترسلة,ب ر
1797,وبق,تورّط أو توريط مهلك,ب ق
1798,وبل,غِلَظ الجِرْم - أو غِلَظ ما يتعلّق به - ويلزم ذلك الثقل الشديد مع امتداد ما,ب ل
1799,وتد,الثبات رسوخًا,ت د
1800,وتر,تجرد الشيء مما يحيط به، أو انكشاف هذا؛ عنه فيبقى دقيقًا ممتدًا بين جاذبين,ت ر
1801,وتن,لزوم الشيء ظرفًا لزومًا دائمًا,ت ن
1802,وثق,بقاء الشيء إلى الأمد المرجو لكثافته واشتداد بعضه إلى بعض,ث ق
1803,وثن,نمو الشيء كثرة أو ضخامة أو امتداد بقاء,ث ن
1804,وجب,غؤور أو سقوط شديد في جوف أو ما يشبهه,ج ب
1805,وجد,تحصل شيء ذي بال في حوزة كانت خالية منه,ج د
1806,وجس,تحصل شيء دقيق الوقع في أثناء,ج س
1807,وجف,خفة حركة الشيء ومباعدته مقره المحيط به,ج ف
1808,وجل,الاحتواء على مائع وما إليه في الضعف وخفة الجرم زمنًا طويلًا,ج ل
1809,وجه,مقتبل ملامح الشيء ومقدمه المكشوف الذي يعرف به,ج هـ
1810,وحد,انفراد الشيء؛ فلا يكون معه مثله,ح د
1811,وحش,خلو الجوف - أو الحيز - مع جفاف وجفاء,ح ش
1812,وحي,تحصيل شيء في الأثناء لطيف المادة حاد الأثر، أو قويه,و ح
1813,ودد,التلازم والتماسك الممتد - مع رفق أو لين,ود
1814,ودع,بقاء الشيء ساكناً قاراً في مقر بلا حركة,دع
1815,ودق,وجود حدة أو حاد في باطن أو حيز,دق
1816,ودى,حيّز يمتد دقيقًا مُتَصَوِّبًا يسيل فيه مائع برفق,ود
1817,وذر,تبضع اللحم أو الشيء قطعًا محدودة,ذ ر
1818,ورث,حَوْزُ الإنسان ما كان يملكه آخر بعد موت هذا الآخَرِ,ر ث
1819,ورد,بلوغ الماء - أو الشيء - تدلّيًا، أو تقدمًا إليه,ر د
1820,ورق,طبقاتٌ رقاقٌ عِرَاضٌ لطيفة (ناعمة طرية) تتولد وتكسو,ر ق
1821,ورى,احتواء جوف الشيء على رقيق له حِدّةٌ يَخْرج، أو يبرز,ر و 
1822,وزر,حفظ الشيء بضمه وحمله واحتوائه في الأثناء,ز ر
1823,وزع,الكف عن الانتشار تجاوزًا للجماعة أو تخطيًا ومفارقة,ز ع
1824,وزن,ثقل الشيء مع عدم انتشار أبعاده,ز ن
1825,وسط,كون الشيء مكتنفًا من حواليه أو آخذًا منهما بالتساوي امتدادا أو قدرا,س ط
1826,وسع,انفساح وانبساط في جوف الشيء الملتحم ليضم ما يوضع فيه,س ع
1827,وسق,حمل الشيء كمًّا عظيمًا بحوز وثيق,س ق
1828,وسل,شيء يتلطف به للوصول إلى مطلوب أو القرب منه,س ل
1829,وسم,التأثير في ظاهر الشيء بأثر غائر لازم يدل على شيء,س م
1830,وسن,مخالطة خدر النوم الإنسان أو الحيّ,س ن
1831,وسوس,همس أو صوت جد رقيق لطيف,س س
1832,وشى,زيادة دقيقة تنشأ من الشيء لطيفة لاصقة به,ش و
1833,وصب,دوام بقاء الحاد الذي يحتويه الشيء فيه,ص ب
1834,وصد,شد أشياء - أو اشتدادها - بعضها إلى بعض ( في القاع) مع جمع أو حبس ,ص د
1835,وصف,اتخاذ الشيء هيأته التامة مع رقة - أي استواء، أوجودة حال، وخلو من الغلظ,ص ف
1836,وصل,اشتباك شيء بشيء، أي ضم شيء إلى شيء حتى يعلقه,ص ل
1837,وصى,التزام الأشياء بعضها بعضًا,ص ي
1838,وضع,الهُوي بالشيء إلى مقر منخفض يثبت فيه,ض ع
1839,وضن,تَدَاخُل بكثافة، أو احتواء,ض ن
1840,وطأ,الدوس بثقل الحمل كله على الشيء,ط و
1841,وطر,حاجة أو رغبة محدودة في شيء ما,ط ر
1842,وطن,مكان للحي يخصه يستقر ويأوي إليه,ط ن
1843,وعد,احتواء على شيء مستقبلي زائد عن الحال,ع د
1844,وعظ,(كلام أو عمل) يُنبّه به الإنسان إلى عواقب ما يفعله,ع ظ
1845,وعي,حوز الشيء في جوفه ما يتجمع فيه حتى يمتلئ به,و ع
1846,وفد,تجمُّع جزئي مع إشراف، أي ارتفاع,ف د
1847,وفر,كمال الشيء حتى يزيد عن معتاد حاله، أو مُسْتَحَقِّه,ف ر
1848,وفض,احتواء - أو اجتماع - مؤقت لما شأنه الانتشار,ف ض
1849,وفق,التئام شيئين - أو أكثر - بالتجمع والتداخل في حيز واحد مع الاتساق,ف ق
1850,وفى,نمو - أو زيادة - يبلغ بها الشيء - أو يتأكد - تمام قوامه,و ف
1851,وقب,فَجْوَةٌ عميقة في ظاهر جرم شديد التماسك,ق ب
1852,وقت,تحديد زمن معين دقيق لإيقاع الشيء,ق ت
1853,وقد,مادة حياة النار أي اشتعالها,ق د
1854,وقذ,صدم بقوة يضغط المنصدم فيُرِقه,ق ذ
1855,وقر,تجمع بثقل وتمكن في أثناء بَدَن أو حيّز,ق ر
1856,وقع,هوي شديد إلى إقرار ( ويلزمه ثبوت ومكان له),ق ع
1857,وقف,انتصاب مع ثبات في المكان,ق ف
1858,وقي,حِفْظٌ من الأذى أو الضرر باتخاذ حاجز دونه,ق و
1859,وكأ,شدٌّ أو ضغط يمنع التسيب,ك أ
1860,وكد,شدّ الشيء إلى شيء شدًا متينًا يحقق به ارتباطهما,ك د
1861,وكز,إصابة البدن بصلب غليظ شديد دفعًا بقوة كالصدم,ك ز
1862,وكل,ترك الأمر وتفويض القيام به إلى من فيه الكفاية,ك ل
1863,ولج,الدخول في فجوة كثيفة الإحاطة تخفي وتستر,لج
1864,ولد,نسل (أنثى) الحي من (بطنها) صغيرًا من جنسه,لد
1865,ولي,لزوم الشيء شيئًا آخر تبعًا له مع نحو من الاشتمال,ول
1866,ونى,فتور - أو توقف - عن الحركة؛ لإعياء، أو نحوه,و ن
1867,وهب,حوز النافع بلا مقابل,هـ ب
1868,وهج,احتواء الشيء أشعة أو شذى حاداً يمتد منه,هـ ج
1869,وهن,ضعف تماسك البدن لاشتماله على رخاوة ولذهاب الصلابة منه,هـ ن
1870,وهى,تَفَزُّر مادة الشيء أو تخرّقها لذهاب غلظها ومتانتها,هـ 
1871,وول,كون الشيء ابتداء وسبقا في أمر لجميع جنسه,وول
1872,ويل,إعلان باصطلاء عاقبة مهلكة لعمل أو تصرف (وعيد، ندبة، تحذير),ويل
1873,يأس,تكوّن شعور بمعنى في النفس دقيق له حدة,أ س
1874,يبس,جفاف الشيء بذهاب رطوبته ونداه,ب س
1875,يتم,انفراد الشيء عن مجانسه مستقلًا بذاته,ت م
1876,يدى,امتداد من الشيء يمكن من الإمساك به,يد
1877,يسر,سريان الرقيق في الباطن ( أو منه) مستطابًا بلطف واتصال,س ر
1878,يقت,حجر كريم,ق ت
1879,يقظ,إثارة الساكن وتحريكه,ق ظ
1880,يقن,ثبوت الشيء واستقراره في حيزه محفوظًا,ق ن
1881,يمم,تجمع لطيف متصل المادة متراكمها,م م
1882,يمن,أداة قوة وعون أساسية على كل عمل,م ن
1883,ينع,صلاح الثمر (والمأكول) للتناول برخاوته، أو رقته,ن ع
1884,يوم,مدة من الزمن ممتدة متصلة,ي و م
