bi_root,tri_root,core_meaning,original_chapter
ند,ندد,تباعدُ بعضِ الشيء من بعضِه (امتدادًا إلى أعلى أو تفرّقًا),ن د
ند,ندو,بُعد مدى ما يبلغه الشيء ارتفاعًا، أو انفصالًا,ن د
ند,ندم,فَوْتُ جُلِّ الشيء ومُعظَمِه بحيث لا يبقى إلا أثر يسير منه,ن د
نذ,نذذ,خروج غَضّ ذي حِدَّةِ وَقْعِ على الحس من خلال شيء,ن ذ
نذ,نذر,تبعة تُلْتَزَم، أو يُخشَى من لزومها,ن ذ
نر,نور,لطيف (شفاف أو لامع) حاد الوقع - أو الأثر - ينفذ من أثناء,ن ر
نز,نزز,حركة قوية بنَثْق (إلى أعلى) أو انتقال,ن ز
نز,نزع,اقتلاع بجذب قوي للشيء مما يلتحم به ، أو ينغمس هو فيه لاصقًا به,ن ز
نز,نزغ,نَخْسٌ حِسّي دقيق (في البدن)، أو معنوي للتحريك والإثارة,ن ز
نز,نزف,ذَهابُ عُظْمِ ما في الباطن والأثناء - أو كله - من مائع وبلال يمسكها أو يملؤها ( فالوجود  في المقر معنى لزومي هنا) ,ن ز
نز,نزل,انحدار - أو انفصال وخلوص - إلى مقر أو حيّز يوجد فيه بقوة,ن ز
نس,نسس,نفاذ المائع ونحوه من باطن الشيء؛ فيجف,ن س
نس,نسو,غياب في الأثناء مع الامتداد فيها,ن س
نس,نسأ,دَفْعُ الشيء (المقبل) عن مَحْضَرِه تأخيرًا إلى أثناء يجتمع فيها,ن س
نس,أنس,( الأنس والالفة) كَوْنُ الشيء في وَسَطِ مجانس – أو مشاكل – له (يظهر منه),ن س
نس,نسب,اتصال بلطف (دقة) وامتداد,ن س
نس,نسخ,تحويل الشيء من موضعه إلى موضع آخر (ويلزمه مجرّد إزالة الشيء),ن س
نس,نسر,نَزْعُ الغضّ من مكانه شرائح ممتدة دقيقة قليلًا قليلًا,ن س
نس,نسف,قلع الشيء من أصله - أو من أثناء مقره - مع إبعاده,ن س
نس,نسك,تصفية الشيء من الأدران العالقة بأثنائه، وتماسكه على نقائه,ن س
نس,نسل,امتداد الشيء خارجًا – أو متسيبًا - من أصله، أو مقره، بلطف ومفارقة,ن س
نش,نشش,تبخر للمائع والرطوبة؛ لحدة، أو مع حدّة,ن ش
نش,نشأ,حدوث الشيء من جنسه مُبتَدأً صغيرًا آخِذًا في الاستغلاظ,ن ش
نش,نوش,تناول الشيء وأخذه من بعيد ببسط بعض الجسم طويلًا حتى يناله,ن ش
نش,نشر,تفرق ببسط وامتدادٍ نُشُوءًا، أو إيقاعًا,ن ش
نش,نشز,ارتفاع مع غِلَظ جرم وصلابة,ن ش
نش,نشط,خلوص الشيء مما يُمسكه ويحوزه - أو يغشاه - نزعًا بقوة، أو سهولة معًا,ن ش
نص,نصص,إبراز المستكن إلى أعلى، أو إلى الظاهر، باستقصاء,ن ص
نص,نصو,أول الشيء - أو أعلاه - الممتد الذي يتبعه بقيته,ن ص
نص,نيص,حركة قوية نفورًا، أو فرارًا؛ للغياب عن المكان، أو الموقف,ن ص
نص,نصب,إقامة الشيء إلى أعلى قويا متماسكا، أو شديدا، على وضع مستقيم دائم,ن ص
نص,نصت,السكوت استماعًا,ن ص
نص,نصح,خلوص ما في الأثناء نفاذًا - أو صفاءً - من الشوب,ن ص
نص,نصر,الإمداد بما فيه زيادة مناسبة وقوة,ن ص
نص,نصف,ذَهابُ شِقٍّ - أو قَدْرٍ - عظيم أو غليظ من الشيء، وبقاءُ قَدْرٍ مثله,ن ص
نض,نضض,رَشْحُ المائع من مصدرٍ صُلْبٍ قليلًا قليلًا,ن ض
نض,نضج,رخاوة نسيج ما كان شديد المادة تأثرًا بالحرارة (وطِيبُه للأكل),ن ض
نض,نضخ,فوران الماء ونحوه ( كالدم والخل والزعفران) من جوف، واندفاعه خارجًا بقوة,ن ض
نض,نضد,ركم الأشياء (الغليظة الجرم) بعضها فوق بعض مع امتساكها طبقات على أوضاع معينة او منتظمة,ن ض
نض,نضر,رقة (تلألؤ) أو حال مُعجبة طيبة تظهر على الشيء، أو تغشَى حاله,ن ض
نط,نطط,الابتعاد شدًّا ومَدًّا، أو سفرًا وانتقالًا,ن ط
نط,نطح,النطح المعروف، وهو دفع الرأس بقوة وغِلَظ للاصطدام بجرم مستعرض مواجه,ن ط
نط,نطف,قطر المائع من وعائه بنحو الرشح لِوهيه، أو اندفاعه,ن ط
نط,نطق,حزم الشيء المنتشر - أو المتسيب - وتحجيمه إلى صميم حدوده,ن ط
نظ,نظر,مواجهة بالعين بترقب وتهيؤ للالتقاط ,ن ظ
نع,نعع,رخاوة الجرم الممتد وطراوته لرقة غزيرة في أثنائه,ن ع
نع,ينع,صلاح الثمر (والمأكول) للتناول برخاوته، أو رقته,ن ع
نع,نعج,لين الجرم الثخين وطراءتُه؛ لرقة كثيرة تخالطه,ن ع
نع,نعس,ثقل - أو فتور - في الجسم؛ للينه وامتلائه بالرخاوة,ن ع
نع,نعق,نفاذ صوت غليظ حادّ ممتد عن حي,ن ع
نع,نعل,حِفْظُ الشيء بلزوم مناسب له يقيه الخشونة والتآكل ونحوهما,ن ع
نع,نعم,رقة الشيء - أو ليونته - وخلوه من الغلظ والخشونة,ن ع
نغ,نغنغ,تجمعات رخوة في باطن الشيء,ن غ
نغ,نغض,تحرك الشيء المتطرف أو القائم بنفسه حركة مختلفة؛ لخفته ورخاوته,ن غ
نف,نفف,انتشار في خلاء (أو: خلاء ينتشر فيه الشيء),ن ف
نف,نفي,إبعاد (الدقاق) من الحيز بدفع وقوة، أو ابتعادها وسقوطها كذلك,ن ف
نف,أنف,نتوء الشيء للأمام - أو إلى أعلى - دقيقًا مُسَوَّى سابقًا ما هو منه,ن ف
نف,نفث,تَفْلُ الريق ونحوه من الفم او إخراجه بنحو النفخ,ن ف
نف,نفح,اندفاع الشيء (اللطيف أو الدقيق) في غلظ وقوة من مقره,ن ف
نف,نفخ,اندفاع الهواء من الجوف المخلخل (أو فيه),ن ف
نف,نفد,فَنَاءُ ما يتأتى من الشيء، أو له، أي انتهاؤه,ن ف
نف,نفذ,اختراق الشيء، والجواز خلال جرمه بقوة,ن ف
نف,نفر,الاندفاع الحاد بابتعاد جمعي - أو فردي - عن المَضَمّ,ن ف
نف,نفس,لطيف يسري في فتوق أثناء الشيء؛ فيصلحه، ويتيح له التصرف,ن ف
نف,نفش,تخفيف كثافة الشيء بتفريق بعضه عن بعض جذبًا، أو نشرًا,ن ف
نف,نفع,فائدة تنال من الشيء، أو جدوى تعود منه,ن ف
نف,نفق,إذهابُ حَشْوِ الشيء المصمَتِ الجوف؛ فيفرغ باطنه مع بقاء ظاهره ملتئماً,ن ف
نف,نفل,زيادة طيبة تُنَال,ن ف
نق,نقق,غُؤُور إلى العُمق بقوة، أو غِلَظ,ن ق
نق,نوق,أداء الشيء – أو كَوْنُه – على الوجه الجيد في بابه,ن ق
نق,نقب,خَرْقٌ نافذٌ في شيء غليظ يبلغ نهاية سمكه,ن ق
نق,نقذ,استخلاص الشيء في قوة من بين ما لا يُرْضَى حوزه إياه أو تمكنه منه,ن ق
نق,نقر,ندور جزء دقيق من ظاهر جسم صلب بحادّ يقلعه؛ فيدوم أثره,ن ق
نق,نقص,ذهابُ جُزْء - أو اختلاله - من جرم الشيء المتجمع بحيث يقلُّ جِرْمُه,ن ق
نق,نقض,تفكك ما قوي ارتباط أجزائه الباطنة؛ لضغط شديد، أو نحوه,ن ق
نق,نقع,تشبع الشيء بالمائع حتى يرشح من أثنائه، ويتجمع فوقه,ن ق
نق,نقم,ضمُّ القلب على كراهة بالغة ورفض لشيء,ن ق
نك,نكنك,إمتداد بالشدة إلى داخل الشئ,ن ك
نك,نكب,تحول بإفراغ المتجمع,ن ك
نك,نكث,تشعيث الشيء الملتئم ونقضه,ن ك
نك,نكح,الغلب على ظاهر الشيء - مع التغلغل في باطنه,ن ك
نك,نكد,قلة الخير الذي يأتي من الشيء بسبب شدة أثناء الشيء وتماسكه,ن ك
نك,نكر,تغطية لمادة حادة، أو غريبة,ن ك
نك,نكس,انقلاب الشيء - أو ارتداده - عن مُطّرِدِ حاله واتجاهه,ن ك
نك,نكص,الرجوع القهقري بقوة إلى الخلف,ن ك
نك,نكف,نفي وتنحية لما يكره مما يعرو الظاهر,ن ك
نك,نكل,ضبط الشيء - بشديد أو صلب - لمنعه من التسيب,ن ك
نل,نلنل,ضعف - أو رقة - في أثناء الجرم,ن ل
نل,نول,حَوْز بتميز وقوة ونوع من الاسترسال,ن ل
نم,نمم,انتشار محتوى الشيء على ظاهر ظرفه بلطف، لرقة الظرف المحتوي,ن م
نم,نوم,سكون وذهاب حدة مع امتداد,ن م
نم,أنم,كل ما ينمو من إنسان وجان وحيوان ونبات,ن م
نم,نمر,تخلل في الأثناء إلى الظاهر - أو الأعلى - بلطف,ن م
نم,نمرق,اضطمام شيء على ما يدخل جوفه؛ فيحشوه، ويُوَطِّئه,ن م
نم,نمل,حركة أو امتداد بخفة ولطف,ن م
نهـ,نهـنهـ,فراغ - أو رقة - في أثناء الشيء,ن هـ
نهـ,نهـى,حبس الشيء (الرقيق) في مكانه وتوقفه فيه لا يتخطاه,ن هـ
نهـ,نهـج,اتساع أثناء الشيء لذهاب الغلظ منها فَيُنفذ فيها بقوة واطراد,ن هـ
نهـ,نهـر,جَرَيانُ مائع – أو رقيق نحوه – باتساع واسترسال من شَقٍّ,ن هـ
هـ,ههه,فراغ أو ما يشبه الفراغ مما وجوده معتاد,هـ 
هـ,هوه,فراغ (جوف) الحيز الممتد من كل مُستند لسالكه,هـ 
هـ,هو,الإشارة إلى الغائب الذي لا تدركه الحواس ,هـ 
هـ,وهى,تَفَزُّر مادة الشيء أو تخرّقها لذهاب غلظها ومتانتها,هـ 
هـ,هوو,احتواء المكان على فراغ لا يشغله إلا الهواء,هـ 
هـ,هوأ,الاستعداد أو اتخاذ وضع مناسب لأمر ما,هـ 
هـ,أوه,التصويت تعبيراً عن التوجع من ألم حسي أو نفسي,هـ 
هـب,هبب,مفارقة المقر بخفة واندفاع مع تجمع ما,هـ ب
هـب,هبو,مفارقة التراب مقره بسطوع وانتشار,هـ ب
هـب,وهب,حوز النافع بلا مقابل,هـ ب
هـب,هبط,غؤور أو نقص في جرم الشيء عن معتاده,هـ ب
هـت,هتت,صبّ ما اجتمع من مادة لطيفة صبّاً متتابعاً,هـ ت
هـت,هتو,تسييب جرم الشيء وفصله بضغط شديد عليه,هـ ت
هـت,هوت,غؤور شديد فيما شأنه الانبساط,هـ ت
هـج,هجج,غؤور ممتد في العمق لشق أو نحوه يُستتر فيه,هـ ج
هـج,هيج,جفاف وحدة في الباطن أو الأثناء,هـ ج
هـج,وهج,احتواء الشيء أشعة أو شذى حاداً يمتد منه,هـ ج
هـج,هجد,تمدد مع همود وسكون بعد تعب وإرهاق وهو النوم,هـ ج
هـج,هجر,حدة أو يبس في أثناء الشيء يظهر أثرها أو يمتد,هـ ج
هـج,هجع,سكون حدة الشيء أو انكسارها لرقة أو ضعف يخالطه,هـ ج
هـد,هدد,تهدم وانهيار القائم الصلب وتسيبه سقوطاً بقوة,هـ د
هـد,هدى,بيان الوجهة المرادة بالتقدم أمام المتجه,هـ د
هـد,هود,لين أو رخاوة وفتور ممتد في أثناء الشيء,هـ د
هـد,هدم,تفكك أثناء الشيء وفقده التماسك,هـ د
هـر,هرر,تسيب وانطلاق الرقيق الشيء من أثنائه,هـ ر
هـر,هور,تسيب مادة الشيء فيخر مهيلاً لتخلخل أثنائه,هـ ر
هـر,هرب,غياب من الحيز بقوة اندفاع أو إسراع إلى مستتر,هـ ر
هـر,هرع,سرعة تسيب المائع ونحوه من الأثناء,هـ ر
هـز,هزز,تحرك جرم الشيء حركة خفيفة مضطربة,هـ ز
هـز,هزأ,تحرك وتحريك قوي بسبب الخفة,هـ ز
هـز,هزل,نقص بدن الحي لذهاب سمنه ويلزمه الخفة,هـ ز
هـز,هزم,تراجع عن النتوء المعتاد غؤوراً إلى داخل الشيء,هـ ز
هـش,هشش,ضعف تماسك ما يفترض أنه صلب لانتشار الفراغ في أثنائه,هـ ش
